0.0508429,0.01441,0.0093801,0.00706906,0.00734095,0.00734095,0.00557368,0.00706906,0.00666123,0.00761283,0.00516585,0.00598151,0.00693312,0.00666123,0.00788472,0.0116911,0.0154976,0.0176726,0.0202556,0.0293638,0.0358891,0.04323,0.0445895,0.04323,0.0357531,0.0459489,0.0508429,0.0558728,0.0857803,0.165307,0.245922,1
0.00951604,0.0221588,0.0112833,0.0106036,0.0137303,0.0122349,0.0106036,0.00978793,0.00815661,0.00870038,0.00870038,0.00910821,0.00951604,0.0114192,0.00924416,0.0157694,0.019304,0.0199837,0.0243339,0.0241979,0.0280044,0.0290919,0.0305873,0.0345296,0.0354812,0.0410549,0.0522023,0.0550571,0.0852365,0.116232,0.147906,0.294046
0,0.0062534,0.0137303,0.0171289,0.0148178,0.0100598,0.0129146,0.0131865,0.00992387,0.0116911,0.0125068,0.0141381,0.0137303,0.00978793,0.00856444,0.0108755,0.0115552,0.0149538,0.0163132,0.0171289,0.0182164,0.0180805,0.0160413,0.0160413,0.0154976,0.0123709,0.0131865,0.0154976,0.0178086,0.0202556,0.0160413,0.0437738
0.000271887,0.0558728,0.0515226,0.0417346,0.0715063,0.0526101,0.0422784,0.0462208,0.0447254,0.0651169,0.0871398,0.106308,0.163132,0.122213,0.0702828,0.0534258,0.0494834,0.0458129,0.0285481,0.0308592,0.0244698,0.0205275,0.0172648,0.0148178,0.0137303,0.0115552,0.0138662,0.00965199,0.0127787,0.0104676,0.0093801,0.0380642
0,0.0103317,0.0314029,0.0509788,0.0844209,0.112969,0.0929853,0.0958401,0.118543,0.14981,0.184883,0.218189,0.174551,0.0724579,0.0454051,0.038472,0.036025,0.0356172,0.0373845,0.0299076,0.0270527,0.019168,0.0152257,0.0112833,0.00856444,0.00924416,0.00842849,0.00774878,0.00802066,0.00679717,0.00530179,0.0231104
0.0296357,0.0353453,0.0377923,0.0554649,0.0566884,0.0606308,0.0710984,0.108891,0.106172,0.081702,0.0678358,0.067292,0.0573681,0.0496194,0.0449973,0.0339859,0.0299076,0.0285481,0.0318108,0.0274606,0.0241979,0.016857,0.0125068,0.0114192,0.0115552,0.00856444,0.0104676,0.00910821,0.00815661,0.00530179,0.00502991,0.0250136
0.0149538,0.0304513,0.0500272,0.0278684,0.024062,0.0290919,0.031267,0.0356172,0.038472,0.0452692,0.0473083,0.0413268,0.0390158,0.0424144,0.0376563,0.0303154,0.0207993,0.0227026,0.0254214,0.0228385,0.0184883,0.0160413,0.0140022,0.0122349,0.00910821,0.00924416,0.00638934,0.00774878,0.00584557,0.00734095,0.00638934,0.0246058
0,0.00135943,0.0349375,0.0243339,0.0161773,0.019304,0.0141381,0.0175367,0.0141381,0.0104676,0.011963,0.0137303,0.0126427,0.0137303,0.0131865,0.00992387,0.0129146,0.0116911,0.0107395,0.00910821,0.00802066,0.007205,0.00802066,0.00761283,0.00638934,0.00815661,0.00734095,0.00557368,0.00666123,0.00638934,0.0040783,0.0188961
0.0271887,0.0349375,0.0350734,0.0118271,0.0131865,0.0115552,0.0103317,0.0101958,0.0118271,0.0093801,0.00910821,0.0123709,0.0100598,0.0123709,0.0116911,0.0111474,0.0131865,0.0137303,0.0172648,0.0165851,0.0176726,0.0130506,0.0145459,0.0126427,0.0130506,0.0164492,0.0129146,0.0112833,0.0093801,0.00829255,0.00638934,0.0237901
0.00176726,0.0488037,0.0294997,0.00910821,0.00883632,0.00829255,0.0100598,0.00870038,0.0103317,0.00870038,0.00829255,0.0106036,0.0127787,0.0133225,0.0125068,0.0131865,0.011963,0.00910821,0.0106036,0.0118271,0.0133225,0.0142741,0.0118271,0.0118271,0.0134584,0.00965199,0.00870038,0.0103317,0.00856444,0.00829255,0.00734095,0.0183524
0.0138662,0.0122349,0.00652529,0.00203915,0.00176726,0.0031267,0.00258293,0.00394236,0.00734095,0.0129146,0.0176726,0.0213431,0.0254214,0.0195759,0.0203915,0.0174008,0.0157694,0.0154976,0.0153616,0.0126427,0.012099,0.0145459,0.0131865,0.0114192,0.00883632,0.0100598,0.00951604,0.00706906,0.00829255,0.00679717,0.00557368,0.0282762
0.0140022,0.0373845,0.00475802,0.00258293,0.000951604,0.00040783,0.00176726,0.00353453,0.00611746,0.0118271,0.0164492,0.0138662,0.0140022,0.0137303,0.0093801,0.00802066,0.00802066,0.00584557,0.00489396,0.00462208,0.00462208,0.00489396,0.00435019,0.00339859,0.00421425,0.00285481,0.00339859,0.00258293,0.00380642,0.0021751,0.00190321,0.0150897
0,0.000543774,0.0040783,0.000951604,0.000543774,0.000951604,0.000679717,0.000271887,0.000135943,0,0.000271887,0.000679717,0.000815661,0.000271887,0.000135943,0.000135943,0.000271887,0.000271887,0,0.000135943,0,0,0.000135943,0,0.000543774,0.000135943,0.000135943,0.000271887,0,0.00040783,0.000135943,0.00421425
0.0362969,0.00176726,0.00271887,0.000951604,0.000135943,0,0.000135943,0,0,0,0,0,0,0.000135943,0,0,0.000135943,0,0,0.000135943,0,0,0,0,0,0.000135943,0,0,0,0.000135943,0,0.00135943
0,0.00965199,0.00163132,0.00040783,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0,0,0,0,0.000271887
0.00163132,0.0183524,0.000543774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815661
0,0.00910821,0.000679717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149538
0,0.000679717,0.000135943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019304,0.0116911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0.000135943
0.00122349,0.00924416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0473083,0.00190321,0.000543774,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943
0.00285481,0.0250136,0.000951604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943
0.0294997,0.00244698,0.00040783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271887
0,0.00693312,0.00176726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00244698,0.0183524,0.000271887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016857,0.0252855,0.00285481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0.000135943,0,0,0,0.000135943,0,0,0,0,0.000271887
0,0.024062,0.0111474,0.00421425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943
0.000271887,0.11528,0.137983,0.0256933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0.000135943
0,0.028956,0.186922,0.069739,0.00190321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679717
0.0530179,0.0415987,0.0539696,0.0464927,0.000135943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0.000271887,0.000135943,0,0,0,0,0.00040783
0.0486678,0.0285481,0.00570962,0.00244698,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0.000135943,0,0,0,0.000135943,0,0,0,0,0,0,0,0.000135943
0,0,0.00299076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271887
0.0632137,0.00231104,0.00108755,0,0,0,0.000135943,0,0,0.000135943,0,0,0,0,0,0,0.000135943,0,0,0,0,0.000135943,0,0,0,0,0,0,0,0.000135943,0,0.000815661
0.00475802,0.00584557,0.000271887,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0.000271887,0,0.000271887,0,0.000271887,0,0.000135943,0,0.000135943,0,0.000271887,0,0.000135943
0.007205,0.00353453,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0.000679717
0.0171289,0.007205,0,0,0,0,0,0,0,0,0,0,0,0,0.00040783,0,0,0.000271887,0.000135943,0.000135943,0.000271887,0,0.000679717,0,0,0,0.000543774,0,0,0,0,0.000543774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543774
0.0323545,0.000951604,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0.00040783,0,0,0,0,0,0,0,0.000135943,0,0,0,0.00040783
0,0.00326264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0.000271887,0,0,0.000135943,0,0,0,0,0,0,0.000271887,0,0,0,0.00040783
0.00258293,0.00326264,0.000135943,0,0,0.000135943,0.000135943,0,0,0,0,0,0.000135943,0.000135943,0,0,0.000135943,0,0,0.000135943,0,0,0,0.000271887,0,0,0,0.000135943,0.000135943,0,0,0.000543774
0,0.0021751,0,0,0.000135943,0.000543774,0.00040783,0,0,0,0,0,0.000271887,0,0,0,0,0,0,0,0.000135943,0,0,0,0,0,0,0.000135943,0,0,0,0.00040783
0,0.00108755,0,0.000135943,0,0.000271887,0.00108755,0.00040783,0.000271887,0.000543774,0.000135943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135943,0,0,0,0.000135943,0.000271887
0.00271887,0.00394236,0.000135943,0,0,0.00040783,0.0021751,0.00176726,0.00135943,0.00122349,0.000135943,0.000271887,0,0.000135943,0.000271887,0,0,0,0,0.000135943,0.000271887,0.000271887,0.00040783,0,0.000271887,0,0.000271887,0.000271887,0,0,0,0.00135943
0.00203915,0.0021751,0.000543774,0.000135943,0,0.000815661,0.00122349,0.00271887,0.00747689,0.00448613,0.00108755,0.000815661,0.000951604,0,0,0.000135943,0.000815661,0.000271887,0.000271887,0,0,0.00040783,0,0.000135943,0.000135943,0,0.000271887,0,0,0,0.000135943,0.000679717
0.0300435,0.00638934,0.000679717,0.000951604,0.00122349,0.00149538,0.00271887,0.00829255,0.019304,0.0146819,0.0135943,0.00870038,0.00584557,0.00475802,0.00435019,0.00380642,0.00258293,0.00231104,0.000543774,0.000135943,0.00040783,0.000951604,0.000951604,0.000135943,0.00040783,0.000271887,0,0.00040783,0.00040783,0.00040783,0.000271887,0.0021751
0,0.00285481,0.00258293,0.000951604,0.000679717,0.00149538,0.00326264,0.00516585,0.00462208,0.00897227,0.0146819,0.0183524,0.0159054,0.0123709,0.011963,0.00924416,0.00992387,0.00856444,0.00693312,0.00611746,0.00502991,0.00421425,0.00271887,0.00271887,0.00163132,0.00176726,0.000543774,0.00190321,0.000679717,0.00122349,0.000135943,0.00203915
0.00176726,0.00570962,0.0040783,0.00299076,0.00203915,0.000679717,0.00271887,0.00435019,0.00475802,0.00761283,0.0093801,0.00978793,0.0137303,0.0157694,0.0154976,0.0171289,0.0157694,0.0152257,0.01441,0.0133225,0.00951604,0.0104676,0.00924416,0.00856444,0.00666123,0.00706906,0.00516585,0.00475802,0.00489396,0.00489396,0.00475802,0.00584557
